video_id,title,description,channel_id,published_at,category_id,tags,view_count,like_count,comment_count,duration,definition,caption,licensed_content,privacy_status,license,embeddable,public_stats_viewable,is_made_for_kids,thumbnail_url,default_audio_language,default_language,actual_start_time,scheduled_start_time,actual_end_time,scheduled_end_time,concurrent_viewers,active_live_chat_id,recording_date,topicCategories,processing_status,parts_total,parts_processed,time_left_ms,processing_failure_reason
NdoRTdEhmRU,java vs bedrock v6,"hmmmmm

#minecraft​ #meme​ #memes",UCCigEaEk-_gOrNlPdseG1pA,2021-12-14T08:00:10Z,20,"['minecraft', 'meme', 'memes', 'speedrun', 'how to make a gaming pc with this screen (no mods)', 'DO NOT show this to DREAM...', 'this fight will actually never end', 'this video will satisfy you', '31415 IQ?', '10 ways to destroy your PC', 'ALL of your Minecraft questions in 1 min (hehe)', 'alexa real', 'alexa', 'real', 'java vs bedrock']",4897667,79808,2139,PT1M3S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/NdoRTdEhmRU/hqdefault.jpg,en,,,,,,0,,,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,0,0,0,
wNcu7Psygw8,How to Install Java JRE (Java Runtime Environment) on Windows 11,"In this video, we will learn How to Install Java JRE (Java Runtime Environment) on Windows 11.

Download JRE: https://www.oracle.com/in/java/technologies/downloads/

Learn More: https://www.thecoderworld.com/how-to-install-java-jre-on-windows-11/

Video Highlights
00:00 Introduction
00:10 Download Java JRE on Windows 11
02:29 Install Java JRE on Windows 11
03:06 How to Setup Java JRE on Windows 11
04:45 Verify Java Installation on Windows 11
05:30 Conclusion

For Business Inquiries Email - contact@thecoderworld.com

Follow Us to Stay Updated:-
1. Facebook: http://www.facebook.com/thecoderworld
2. Twitter: http://www.twitter.com/thecoderworld
3. Instagram: https://www.instagram.com/thecoderworld
4. LinkedIn: https://ca.linkedin.com/company/thecoderworld
5. Website: https://www.thecoderworld.com

#WindowsTutorials #thecoderworld",UCZkUNZ-1QUNfGUPl0usikMw,2021-12-25T16:25:57Z,26,"['thecoderworld', 'how to install java jdk on windows 11', 'how to install java on windows 11', 'Download Java JRE on Windows 11', 'Install Java JRE on Windows 11', 'How to Setup Java JRE on Windows 11', 'How to Download Java JRE on Windows 11', 'How to Install Java JRE on Windows 11', 'how to Java JRE on Windows 11', 'how to install jre on windows 11', 'how to install java runtime environment on windows 11', 'java jre', 'how to install jre 8 on windows 11', 'java runtime environment', 'how to install jre']",58106,420,31,PT5M45S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/wNcu7Psygw8/hqdefault.jpg,en,en,,,,,0,,2021-12-25T00:00:00Z,['https://en.wikipedia.org/wiki/Technology'],,0,0,0,
K1iu1kXkVoA,Generics In Java - Full Simple Tutorial,"Full tutorial for using Generics in Java!

☕ Complete Java course: 
https://codingwithjohn.thinkific.com/courses/java-for-beginners

Generics in Java can be very confusing for beginner Java learners. Generics are one of the coolest features in Java, but the syntax may not make a lot of sense at first.

In this beginner's Java tutorial video, we'll talk about why generics exist, why they are useful, and all the ways you can use generics in your own Java programs. 

Learn or improve your Java by watching it being coded live!

Hi, I'm John! I'm a Lead Java Software Engineer and I've been in the programming industry for more than a decade. I love sharing what I've learned over the years in a way that's understandable for all levels of Java learners.

Let me know what else you'd like to see!

Links to any stuff in this description are affiliate links, so if you buy a product through those links I may earn a small commission.

📕 THE best book to learn Java, Effective Java by Joshua Bloch
https://amzn.to/36AfdUu

📕 One of my favorite programming books, Clean Code by Robert Martin
https://amzn.to/3GTPVhf

🎧 Or get the audio version of Clean Code for FREE here with an Audible free trial
http://www.audibletrial.com/johncleancode



🖥️Standing desk brand I use for recording (get a code for $30 off through this link!)
https://bit.ly/3QPNGko

📹Phone I use for recording:
https://amzn.to/3HepYJu

🎙️Microphone I use (classy, I know):
https://amzn.to/3AYGdbz

Donate with PayPal (Thank you so much!)
https://www.paypal.com/donate/?hosted_button_id=3VWCJJRHP4WL2


☕Complete Java course: 
https://codingwithjohn.thinkific.com/courses/java-for-beginners

https://codingwithjohn.com",UC42pOSNg804f1wCcj7qL0mA,2021-12-20T15:00:09Z,27,"['java', 'codingwithjohn', 'coding with john', 'java beginner lesson', 'generics in java', 'java generics', 'java generics interview questions', 'generics java', 'java generics wildcards', 'java wildcards', 'java generic', 'generics and collections in java', 'generics and collections', 'java generics tutorial', 'java generics explained']",1098277,41366,1231,PT17M34S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/K1iu1kXkVoA/hqdefault.jpg,en,en-US,,,,,0,,,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",,0,0,0,
jhKIbQb9Urc,Java: Como Colocar Imagem de Fundo em uma Janela Java (Imagem Background),"🚀 Curso de **Java** recomendado: https://javafacil.net/curso-java-web

Neste vídeo você vai aprender a colocar imagem de fundo em uma janela feita com a linguagem de programação Java (imagem como background), criando uma interface gráfica simples.

Links para te ajudar:

Artigo com o código:
https://javafacil.net/2021/12/20/como-usar-imagem-de-fundo-background-em-uma-janela-em-java/

BufferedImage na documentação oficial:
https://docs.oracle.com/javase/7/docs/api/java/awt/image/BufferedImage.html

Extensão do Google Tradutor:
https://chrome.google.com/webstore/detail/google-translate/aapbdbdomjkkjkaonfhkkikfgjllcleb?hl=en

Vídeos para te ajudar:

Como instalar a IDE Eclipse no Windows:
https://youtu.be/2kGqfWampG0

Como instalar o JDK no Windows:
https://youtu.be/VZaw6Jxd7wc

Aprenda a Criar Métodos em Java (void):
https://youtu.be/PzGk6-2LleM

Como criar variáveis e constantes em Java:
https://youtu.be/-k9x1qnLxWc

Entenda como funciona a palavra reservada static em Java:
https://youtu.be/-RiHhitrNWc

Aprenda a Usar Private, Public, Protected e Padrão(default) em Java:
https://youtu.be/g1ouJe8wXTs

Como instalar o JDK no Linux Ubuntu:
https://youtu.be/RJCddOFCnVc

Como instalar o eclipse no Linux Ubuntu e derivados:
https://youtu.be/FmQeg7oj6Io",UCq-HEKdwH-lObTMvnkW6NVA,2021-12-21T01:18:54Z,28,"['java', 'programação java', 'java para iniciantes', 'java como programar', 'como programar', 'cryswerton', 'programação', 'linguagem java', 'imagem de fundo java', 'usar imagem de fundo em janela java', 'imagem background java', 'como colocar imagem de fundo em java', 'imagem java', 'imagem de fundo em java', 'como incluir imagem de fundo em java', 'java com interface grafica', 'janela java', 'criar uma janela em java']",5419,126,12,PT10M18S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/jhKIbQb9Urc/hqdefault.jpg,pt,pt,,,,,0,,,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",,0,0,0,
ssAXdqDGJZY,🔥 *Igual Java!* Textura que trás Animações do Java 1.7 no MCPE (1.18+) (Java Aspects),"👋Salve Galera, hoje trouxe uma textura que trás Animações do java 1.7 do minecraft java no mcpe 1.18

IP DO SEVER

IP: jogar.orusminigames.xyz
IP: play.orusminigames.xyz
PORTA: 19132 (Padrão)

👉 Gostou do video? Talvez goste disso
https://youtube.com/playlist?list=PLN...

👉 Download:
https://encurta.eu/NyJW8Bc

👉 Como passar pelo Encurtador de Link
https://youtu.be/pCN3u0qLTyE

🤡 Entre no Zip Zop
https://chat.whatsapp.com/KPJ5fvqRY3nAnwDkckkxEe

🤡Para duvidas venha no discord na aba Sugestões
https://discord.gg/ffwX5gruHF


🥰 Vídeo toda semana!!
Todos os vídeos são feitos com muito carinho por mim mesmo com muito esforço:

👉 Instagram: @lawlietwoficial
👉 Twitter: Tá de sacanagem menor?
👉 Facebook: segredo

Forte abraço!

#minecraftbedrock #minecraft #bedrock

This Video Includes The Following Content!
minecraft pe pvp texture pack,texture pack pvp minecraft pe,pvp texture pack minecraft pe,pvp texture pack mcpe,top 5 minecraft pe pvp texture pack,minecraft pe top 5 pvp texture pack,eztorly,mcpe top 5 pvp texture pack,top pvp mcpe texture pack,texture pack pvp mcpe,top 5 mcpe pvp texture pack,mcpe pvp texture pack,top 5 pvp texture pack,top 5 pvp minecraft pe texture pack,mcpe 1.14,mcpe 1.13,minecraft pe 1.14,minecraft pe 1.13,minecraft,pvp,mcpe 1.16,1.16,top 3 MCPE PVP pack,top 6 MCPE texture pack PVP,mcpe indonesia,mcpe america,mcpe Brasil,mcpack PvP FpsFriendly,patarhd,patarhd 70k,patarhd pvp texture pack,mcpe texture packs,top 5 mcpe texture pack,pvp texture pack,mcpe pvp texture,texture pack,texture pack tester,pvp pack,mcpedl,mcpe update,mcpe,mcpe 1.9,mcpe 1.3,mcpe 1.2.3,mcpe 1.1.5,minecraft pocket edition,lowfire,hypixel,minecraft pe,patarhd 80k pvp texture pack,patarhd 80k mcpe,MCPEDL,minecraft pvp texture pack,best pvp texture pack,top 5,best pvp texture pack mcpe,minecraft texture pack,Mcpe texture pa, Minecraft pe 1.16,mcpe 1.16, mcpe pvp texture pack 16x, mcpe pvp texture pack 128x, mcpe pvp texture pack 16x, mcpe pvp texture pack fps boost, and more! Make sure to LIKE + COMMENT + SUB for more!
top 3 best hacked clients ,client mcpe,melhor client para mcpe,client mcpe 1.17,clients para minecraft pe,lunar client mcpe,mcpe client,client mcpe 1.17.34, clientes para minecraft pe 1.17,lunar client mcpe 1.17,client minecraft pe,clientes para minecraft pe,minecraft pe client,melhor client para minecraft pe,badlion client mcpe 1.17,clients for mcpe,melhores clients para minecraft pe,client for mcpe,melhor client mcpe,melhores clientes para mcpe,best client for mcpe,em client mcpe 1.18, minecraft 1.18",UCiJZnGciMTe7fiZZ8_0Qkug,2021-12-15T17:02:00Z,20,[],24284,1028,34,PT5M4S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/ssAXdqDGJZY/hqdefault.jpg,pt,,,,,,0,,,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,0,0,0,
vz09MKSFDDs,"Chronic Law, Java - Me Alone (Official Video)","Music video by Chronic Law, Java performing Me Alone (Official Video). 

JavaVevo Link: https://www.youtube.com/channel/UCzE0cBVasE3tUoUvnxxcn6Q

Prod. By @offical_newwavezent
Shot by. @kreative.klique
Mixed & mastered by @bronco.don x @iesh_airrecordz
Composed by @bronco.don @iesh_airrecordz @2k.rich4ev3r

#ChronicLaw #Java #MeAlone #newwavezent
http://vevo.ly/DakeIs",UCXSHOjS30YMaGRgwuuxBfLw,2021-12-17T17:00:11Z,10,"['Chronic', 'Law', 'Java', 'Alone', '(Official', 'Video)', 'New', 'Wavez', 'Entertainment', 'Air', 'Recordz', 'Dancehall', 'Reggae', 'ChronicLaw', '6ix', 'MeAlone', 'airrecordz', 'newwavezent', 'Newmusic', 'Hapilos', 'weekend', 'music video', 'friday', 'LawBoss', 'squash', 'Daddy1', 'Bobby6ix', 'dancehall', 'Chronic Law', 'Java Vevo', 'Javavevo']",6067133,48862,1344,PT3M22S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/vz09MKSFDDs/hqdefault.jpg,,,2021-12-17T17:00:11Z,2021-12-17T17:00:00Z,2021-12-17T17:05:26Z,,0,,,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Reggae']",,0,0,0,
3ZmajSiPDZw,java vs bedrock v3,"hmmmmm

#minecraft​ #meme​ #memes",UCCigEaEk-_gOrNlPdseG1pA,2021-12-10T23:08:48Z,20,"['minecraft', 'meme', 'memes', 'speedrun', 'how to make a gaming pc with this screen (no mods)', 'DO NOT show this to DREAM...', 'this fight will actually never end', 'this video will satisfy you', '31415 IQ?', '10 ways to destroy your PC', 'ALL of your Minecraft questions in 1 min (hehe)', 'alexa real', 'alexa', 'real', 'java vs bedrock']",2161153,36933,2322,PT46S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/3ZmajSiPDZw/hqdefault.jpg,en,,,,,,0,,,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,0,0,0,
ZpqENttwsq0,Java - Blessings (Official Video),"Music video by Java performing Blessings (Official Video). 

Prod. By @offical_newwavezent x @airrecordz
Directed by @bronco.don x @cheeselyf
Shot by. @masseffectmedia
Mixed & mastered by @bronco.don x @iesh_airrecordz
Composed by @bronco.don @iesh_airrecordz @2k.rich4ev3r

#Java #Blessings #newwavezentertainment 

http://vevo.ly/pFyL3m",UCzE0cBVasE3tUoUvnxxcn6Q,2021-12-24T22:00:11Z,10,"['Java', 'Blessings', '(Official', 'Video)', 'New', 'Wavez', 'Entertainment', 'Dancehall', 'Reggae', 'new wavez entertainment', 'New video', 'blessings music video']",36504,1396,135,PT3M16S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/ZpqENttwsq0/hqdefault.jpg,,,2021-12-24T22:00:11Z,2021-12-24T22:00:00Z,2021-12-24T22:05:20Z,,0,,,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Reggae']",,0,0,0,
ys5HGnoEKkc,Program to print duplicate elements of an array in #java #shorts,,UCQiXnqwGJGmOg50EES7UGrw,2021-12-19T04:28:14Z,22,[],20411,410,4,PT33S,hd,False,False,public,youtube,True,True,False,https://i.ytimg.com/vi/ys5HGnoEKkc/hqdefault.jpg,,,,,,,0,,,['https://en.wikipedia.org/wiki/Knowledge'],,0,0,0,
3N7ErLHAIl8,Entenda o Tipo Boolean em Java,"🚀 Curso de **Java** recomendado: https://javafacil.net/curso-java-web

Hoje você vai aprender a como usar o tipo boolean em Java, se você é iniciante em programação Java e quer começar a programar eu tenho certeza que esse vídeo vai te ajudar na sua jornada de aprendizado de programação.

Links para te ajudar:

Como instalar a IDE Eclipse no Windows:
https://youtu.be/2kGqfWampG0

Como instalar o JDK no Windows:
https://youtu.be/VZaw6Jxd7wc

Aprenda a Criar Métodos em Java (void):
https://youtu.be/PzGk6-2LleM

Como criar variáveis e constantes em Java:
https://youtu.be/-k9x1qnLxWc

Entenda como funciona a palavra reservada static em Java:
https://youtu.be/-RiHhitrNWc

Aprenda a Usar Private, Public, Protected e Padrão(default) em Java:
https://youtu.be/g1ouJe8wXTs

Como instalar o JDK no Linux Ubuntu:
https://youtu.be/RJCddOFCnVc

Como instalar o eclipse no Linux Ubuntu e derivados:
https://youtu.be/FmQeg7oj6Io",UCq-HEKdwH-lObTMvnkW6NVA,2021-12-16T12:00:43Z,28,"['java', 'programação java', 'java para iniciantes', 'java como programar', 'como programar', 'cryswerton', 'programação', 'linguagem java', 'como usar o tipo boolean em Java', 'java boolean', 'boolean', 'boolean java', 'java true', 'java false', 'tipo booleano em java', 'como usar o tipo boolean em java', 'java tutorial', 'true', 'false', 'métodos boolean java', 'if else java', 'java if', 'java if else', 'variavel boolean java', 'true false java', 'como usar true e false em java', 'verdadeiro ou falso em java', 'cryswerton silva']",5524,231,13,PT6M27S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/3N7ErLHAIl8/hqdefault.jpg,pt,pt,,,,,0,,,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",,0,0,0,
1CJbB6SzjVw,How HashMap Internally Works in Java With Animation | Popular Java Interview QA | Java Techie,"This tutorial we will explain you How hash map internally works in java 

#javatechie   #CoreJava  #InterviewQA  


GitHub:
https://github.com/Java-Techie-jt

Blogs:
https://medium.com/@javatechie

Facebook:
https://www.facebook.com/groups/919464521471923

guys if you like this video please do subscribe now and press the bell icon to not miss any update from Java Techie

Disclaimer/Policy:
--------------------------------
Note : All uploaded content in this channel is mine and its not copied from any community , 
you are free to use source code from above mentioned GitHub account",UCORuRdpN2QTCKnsuEaeK-kQ,2021-12-26T08:04:06Z,28,"['HashMap internal work flow', 'how hashmap works', 'javatechie', 'hashmap', 'Map internal workflow']",122283,2721,166,PT9M34S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/1CJbB6SzjVw/hqdefault.jpg,en,,,,,,0,,,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",,0,0,0,
Zb9rZOgKsb0,Easy 1.21 Creeper Farm Tutorial for Gunpowder [Java 1.14 - 1.21],"🎬 ABOUT THE VIDEO
We're building a bowtie creeper farm in this tutorial - part of our series on 5 Minute Farms where I show you how to build early farms and mid-game Minecraft farms in just 5 minutes. 

This one is a bit fast as it's a race against the clock in an effort to build the fastest Minecraft gunpowder farm possible. Yep, early game gunpowder for rockets & TNT. I use this exact design in nearly all of my worlds.

Troubleshooting tips are below. 

MATERIALS LIST
2 stacks of solid blocks
118 scaffolding
66 trapdoors
64 slabs
7 carpet
4 pieces of glass (optional)
1 tamed cat
1 bucket of water
1 chest
1 hopper
1 campfire

~~~~~~~~~~~~~~~~~~~~~~~~
Farm not working? Check here first!

1) Are you on Java or Bedrock? It's a Java farm, and Bedrock mob mechanics are different. It won't work on Bedrock, MCPE, PS4, XBox, Windows, etc.

2) Are other players on at the same time as you? If they're lower in the world, they'll draw spawns first and you won't get nearly enough to make this work. Try to AFK while they're off or in the Nether & End.

3) Did you leave torches inside? Did you remember to add the cats? Are you getting any gp at all? 

4) Are you more than 125ish blocks from the campfires? You can't be more than 128 up or you despawn them. 

🟠 WHO AM I
I’m Matt, but you can call me Rad or Radical. I’m a Minecraft YouTuber & Twitch Streamer living in Melbourne, AU. I make videos all about Minecraft and why Minecraft is a great game. In addition to whatever ongoing series I am working on, I also upload tutorials, seed hunting, tips and more. 

⛓️ MY KEY LINKS & CONTENT
○ Where to find me on Twitch: https://www.twitch.tv/radicalelder 
○ All of my social links: https://beacons.ai/radicalelder/ 
○ Work with Me: https://beacons.ai/radicalelder/mediakit 

📨 CONTACT
For business inquiries email me here: management@radicalelder.com 
For (serious) creator collabs, I’m radicalelder#5390 on Discord.

🎵 MUSIC BY
○ Epidemic Sound: https://www.epidemicsound.com/referral/64qads 

📝 DISCLAIMER
Some links included in this description may be affiliate links. If you purchase a product or service with the links I provide I may receive a small commission.",UCCoWbJwMuyC6saU4tQrEquA,2021-12-31T12:34:50Z,20,"['radicalelder', 'minecraft', 'creeper farm', 'gunpowder farm', 'creeper farm 1.20 java', 'creeper farm java', 'easy creeper farm', 'fast creeper farm 1.20 java', 'fast gunpowder farm 1.20', 'bowtie farm', 'bow tie creeper farm']",127361,2216,435,PT6M33S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/Zb9rZOgKsb0/hqdefault.jpg,en,,,,,,0,,,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,0,0,0,
Cbwh85YYJNA,java vs bedrock v8,"hmmmmm

#minecraft​ #meme​ #memes",UCCigEaEk-_gOrNlPdseG1pA,2021-12-16T17:53:28Z,20,"['minecraft', 'meme', 'memes', 'speedrun', 'how to make a gaming pc with this screen (no mods)', 'DO NOT show this to DREAM...', 'this fight will actually never end', 'this video will satisfy you', '31415 IQ?', '10 ways to destroy your PC', 'ALL of your Minecraft questions in 1 min (hehe)', 'alexa real', 'alexa', 'real', 'java vs bedrock']",4473275,52089,2038,PT1M31S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/Cbwh85YYJNA/hqdefault.jpg,en,,,,,,0,,,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,0,0,0,
GTNIWKaHF0I,java vs bedrock v1,"hmmmmm

#minecraft​ #meme​ #memes",UCCigEaEk-_gOrNlPdseG1pA,2021-12-08T05:00:06Z,20,"['minecraft', 'meme', 'memes', 'speedrun', 'how to make a gaming pc with this screen (no mods)', 'DO NOT show this to DREAM...', 'this fight will actually never end', 'this video will satisfy you', '31415 IQ?', '10 ways to destroy your PC', 'ALL of your Minecraft questions in 1 min (hehe)', 'alexa real', 'alexa', 'real', 'java vs bedrock']",3848185,51206,2423,PT52S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/GTNIWKaHF0I/hqdefault.jpg,en,,,,,,0,,,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,0,0,0,
m2dSDjZtxww,java vs bedrock v11,"hmmmmm

#minecraft​ #meme​ #memes",UCCigEaEk-_gOrNlPdseG1pA,2021-12-27T04:50:01Z,20,"['minecraft', 'meme', 'memes', 'speedrun', 'how to make a gaming pc with this screen (no mods)', 'DO NOT show this to DREAM...', 'this fight will actually never end', 'this video will satisfy you', '31415 IQ?', '10 ways to destroy your PC', 'ALL of your Minecraft questions in 1 min (hehe)', 'alexa real', 'alexa', 'real', 'java vs bedrock v11']",7687947,88374,1273,PT1M31S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/m2dSDjZtxww/hqdefault.jpg,en,,,,,,0,,,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,0,0,0,
QvIEihqXGzQ,Selection Sort em Java - Método de Ordenação e Estrutura de Dados,"Selection Sort em Java - Método de Ordenação e Estrutura de Dados.

Resumo:

Criando um método de ordenação de dados em Java chamado Selection Sort, para isso vamos utilizar dois ""loops for"" o primeiro percorrendo o array e captando o primeiro valor no primeiro indice e o segundo percorrendo o mesmo array mas pegando o proximo valor ou seja indice do primeiro + 1.

Com isso ele compara os dois valores e se novo valor for menor que o valor anterior, ele faz a troca ou substituição.

Ele segue esse loop até que todos os valores estejam ordenados de forma crescente. 

Instagram: 
@fabioslife_
@codeslife_


Créditos:

#CodesLife",UCM7ma8Vh6YzvnAB7WcXTI4w,2021-12-09T00:04:36Z,1,"['codeslife', 'codigo', 'estrutura de dados', 'java', 'ordenação', 'programação', 'pucpr', 'selection sort', 'tecnologia']",512,17,2,PT8M39S,hd,False,False,public,youtube,True,True,False,https://i.ytimg.com/vi/QvIEihqXGzQ/hqdefault.jpg,,,,,,,0,,,['https://en.wikipedia.org/wiki/Knowledge'],,0,0,0,
75J0h_-nMvs,My Experience with JavaScript as a Java Developer,"As you may know, I'm a Java Developer. But I've been using JavaScript on and off for most of this year. Coming from Java, I have a unique outlook on JavaScript and want to share my experience with it.

------------------------

🐱‍🚀 GitHub: https://github.com/forrestknight
🎥 Twitch: https://www.twitch.tv/forrestknight
🐦 Twitter: https://www.twitter.com/forrestpknight
📸 Instagram: https://www.instagram.com/forrestpknight
 
📓 Learning Resources: 
My Favorite Machine Learning Course:  https://imp.i384100.net/YgYEBJ
Open Source Computer Science Degree:  https://bit.ly/open-source-forrest
Python Open Source Computer Science Degree:  https://bit.ly/python-open-source
Udacity to Learn Any Coding Skill: http://bit.ly/udacity-forrest

👨‍💻 My Coding Gear:
My NAS Server: https://amzn.to/3brqO7b
My Hard Drives: https://amzn.to/3aKetMi
My Main Monitor: https://amzn.to/3siQfPa
My Second Monitor: https://amzn.to/3keHT84
My Standing Desk: https://amzn.to/3boAcbC
My PC Build:  https://bit.ly/my-coding-gear
My AI GPU: https://amzn.to/3uvmUmz

🔧Coding Tools:
The Best Linux Server Hosting: https://bit.ly/linode-forrest",UC2WHjPDvbE6O328n17ZGcfg,2021-12-22T15:00:11Z,27,"['java', 'javascript', 'my experience with javascript', 'java developer', 'coding', 'code', 'programming', 'programming language', 'how to code']",57315,2314,188,PT11M28S,hd,False,True,public,youtube,True,True,False,https://i.ytimg.com/vi/75J0h_-nMvs/hqdefault.jpg,en,,,,,,0,,,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",,0,0,0,
Mu0TH8BH31c,"Fernando Java ""Só"" no Vale","Video parte do amador Fernando Java filmada toda no antigo Vale do Anhangabaú em 2009. A música escolhida foi a Só de Kamau, justamente pelo video ter sido filmado somente no mesmo pico. Além disso, Kamau e Java tinha uma relação de amizade criada pelo convívio no próprio Vale. Filmado com VX2000 explorando a brincadeira de shutter baixo e imagens sobrepostas.",UCvZMRtuvC-Oxg0U70YsC6GA,2021-12-30T00:42:43Z,17,[],1253,56,7,PT3M24S,sd,False,False,public,youtube,True,True,False,https://i.ytimg.com/vi/Mu0TH8BH31c/hqdefault.jpg,,,2021-12-30T00:42:43Z,2021-12-30T00:42:25Z,2021-12-30T00:48:06Z,,0,,,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",,0,0,0,
f4Jkmn7_97w,Java Program to Display Odd Numbers From 1 to 100 | #Java programing to display odd to N numbers #CD,"#Java Program to Display Odd Numbers From 1 to 100 | Java programing to display odd to N numbers #CD

Instagram: https://www.instagram.com/coding_buddy5/
Facebook: https://www.facebook.com/CodingBuddy5
Telegram: https://t.me/CodingBuddy
Twitter: https://twitter.com/buddy_coding
Website: https://codingbuddy5.blogspot.com
#shorts #codingBuddy

#codingbuddy

java program to print odd number in given range,java programming even or odd number,find odd number between 1 to 100 in java,odd numbers,java sample programs for practice,print first n odd numbers in java,find odd numbers in given range in java,java programming,print first 100 odd numbers in java,java language tutorial for beginners,java examples,java sample programs,print first 10 odd number in java,odd number in given range in java,java example programs",UCowSvabJEO1u4hn_nbuQeCw,2021-12-05T15:30:05Z,27,"['coding buddy', 'java program to print odd number in given range', 'java programming even or odd number', 'find odd number between 1 to 100 in java', 'odd numbers', 'print first n odd numbers in java', 'find odd numbers in given range in java', 'java programming', 'print first 100 odd numbers in java', 'java language tutorial for beginners', 'java examples', 'java sample programs', 'print first 10 odd number in java', 'odd number in given range in java', 'java example programs']",20229,583,2,PT48S,hd,False,False,public,youtube,True,True,False,https://i.ytimg.com/vi/f4Jkmn7_97w/hqdefault.jpg,,,,,,,0,,,['https://en.wikipedia.org/wiki/Knowledge'],,0,0,0,
